,title,userName,rating,review,date,isEdited,developerResponse
2617,Черти,Maxfit2017,1,Черти берете комиссию за оплату отопления!! Будете шкварчать в аду на сковородке!!!,2020-10-24 14:56:03,False,"{'id': 18789994, 'body': 'Наличие и размер комиссии зависят от договора компании с банком. При его отсутствии она будет 1%, максимум 500 рублей.', 'modified': '2020-10-29T21:13:54Z'}"
2618,Обновление 11.5.0,Se Ra,1,"Невозможно использовать на IOS 12.4.8 (iPad Air).
Неделя прошла, а баг так и не покоен.
Изображение сдвинуто вправо, на две трети экрана",2020-10-24 14:20:59,False,"{'id': 18789584, 'body': 'Мы знаем об этой проблеме на iPad. Постараемся исправить в ближайшее время. Извините за неудобство.', 'modified': '2020-10-29T20:46:16Z'}"
2619,Тяжело,bulangfvhfc,1,"Плохо, когда тебе доверилась большая часть населения России, а ты не оправдываешь это доверие. 60 рублей за уведомления, проценты за переводы, дурацкие обновления дизайна и ненужные рекламные предложения. Загруженность приложения всякими окошками. Бешеные ставки по кредитам, даже для участников зарплатных проектов. Все НЕ для людей.",2020-10-24 08:48:53,False,
2620,Кнопка,qwenzel,5,Где кнопка повторить платёж?,2020-10-23 09:51:32,False,"{'id': 18789095, 'body': 'В истории операций. Если у вас не так, то напишите нам.', 'modified': '2020-10-29T20:10:30Z'}"
2621,Отвратительно,остался бе ВУ,1,Гребаный банк с гребаными лимитами.,2020-10-24 08:47:45,False,"{'id': 18790258, 'body': 'Большинство наших клиентов переводят небольшие суммы в течение месяца, поэтому они не заметили разницы + по новому тарифу появилась возможность без комиссии переводить внутри банка через онлайн в любой регион. Если есть необходимость, то можно подключить подписку в приложении. Подробнее на нашем сайте: https://www.sberbank.ru/ru/person/remittance/perevod_rus', 'modified': '2020-10-29T21:39:22Z'}"
2622,ужасно работает,svetlana nagaeva,1,"после смены логотипа всеприложение «съехало» вправо. Ничего не видно, весь текст масштабируется, как будто колонка для него стала в 10 раз уже. А слева белый прямоугольник. До смены логотипа все хорошо работало. Видимо, приложение тоже обновили, но криво. Устройство айпад.",2020-10-24 07:59:32,False,"{'id': 18789783, 'body': 'Знаем об этой проблеме. Исправим в ближайших обновлениях. Извините за неудобство.', 'modified': '2020-10-29T21:00:12Z'}"
2623,Некорректная работа на iPad,Аллегро54,4,Приложения перестало работа корректно. Видна только часть экрана смещённая вправо.,2020-10-24 07:22:42,False,"{'id': 18789797, 'body': 'Мы знаем об этой проблеме. Исправим в ближайших обновлениях. Извините за неудобство.', 'modified': '2020-10-29T21:01:37Z'}"
2624,Не обновляйте!,Bombermanss,1,"Сегодня обновила, пользоваться стало не возможно: приложение раскидывается на 1/4 экрана, соответственно действия совершать просто невозможно!",2020-10-24 06:20:25,False,"{'id': 18789836, 'body': 'Мы знаем об этой проблеме. Исправим в ближайших обновлениях. Извините за неудобство.', 'modified': '2020-10-29T21:04:11Z'}"
2625,Воруют деньги,t36ru,1,"Отвратительное приложение, отвратительный банк",2020-10-24 06:03:00,False,"{'id': 18790853, 'body': 'Напишите, пожалуйста, подробнее. Что произошло? Может мы можем вам помочь?', 'modified': '2020-10-29T22:39:49Z'}"
2626,Оплата школ,небирио,1,"Комиссия за школу и куча полей для заполнения, какая разница кто платит, главное платя !очень не довольна !",2020-10-24 05:43:08,False,"{'id': 18790846, 'body': 'Поля для заполнения устанавливаем не мы, а получатель платежа.', 'modified': '2020-10-29T22:38:44Z'}"
2627,IPad Air,Mus210,1,"После последнего обновления центр экрана белый , а все буквы собрались в кучу на правой стороне. Как этим приложением можно пользоваться? Да, переустановка приложения ничего не поменяла. Неприятно удивился.",2020-10-24 05:00:14,False,"{'id': 18789865, 'body': 'Знаем о проблеме. Исправим в ближайших обновлениях. Извините за неудобство.', 'modified': '2020-10-29T21:05:31Z'}"
2628,Мнение о нововведениях,недовольный клиент сбербанка,1,"Уважаемый Сбербанк, вы в край охерели со своими новыми комиссиями(лимит на перевод между клиентами банка)
Помимо конского обслуживания карты, но это уже перебор!
Отношение к клиентам как к дойным коровам.",2020-10-23 19:20:37,False,"{'id': 18787201, 'body': 'Комиссия будет, если переводите больше 50 000 рублей в месяц внутри банка через Онлайн. При необходимости, можно подключить подписку в приложении.\nХотим отметить, что по новому тарифу без комиссии в пределах лимита вы можете переводить деньги независимо от региона. Подробнее на нашем сайте: https://www.sberbank.ru/ru/person/remittance/perevod_rus', 'modified': '2020-10-29T17:46:23Z'}"
2629,Не работает.,nalinn0,1,Не работает после обновления. Точнее видно только часть экрана. Айпад мини 2,2020-10-23 18:19:49,False,"{'id': 18787703, 'body': 'Мы знаем о такой проблеме. Постараемся исправить в ближайшее время. Извините за неудобство.', 'modified': '2020-10-29T18:24:59Z'}"
2630,Плохо,ini71777717,1,Процент от переводов и платежей-еще один способ грабить людей. Удобно и шевелить извилинами правительству не приходиться👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻,2020-10-23 18:15:15,False,"{'id': 18787346, 'body': 'Комиссия будет, если переводите больше 50 000 рублей в месяц внутри банка через Онлайн. При необходимости, можно подключить подписку в приложении.\nХотим отметить, что по новому тарифу без комиссии в пределах лимита вы можете переводить деньги независимо от региона. Подробнее на нашем сайте: https://www.sberbank.ru/ru/person/remittance/perevod_rus', 'modified': '2020-10-29T17:58:17Z'}"
2631,Сберлогистика,Юг-М,1,"Когда исправят ошибку в сберлогистике? Не могу отправить посылку- приложение выдает ошибку- для выбранных пунктов услуга не представляется, измените город отправки. Хотя в нашем городе пункты есть и в прошлом году посылки отправлялись. Город Армавир",2020-10-23 17:41:08,False,"{'id': 18787513, 'body': 'Мы уже работаем над исправлением этой ошибки. Извините за неудобства.', 'modified': '2020-10-29T18:08:39Z'}"
2632,Сбой приложения!,приложение стало дрянь,1,Приложение открывается и смещается вправо : ничего не видно!!! Работать с ним невозможно!!!,2020-10-23 17:07:30,False,"{'id': 18787772, 'body': 'Мы знаем о такой проблеме. Постараемся исправить в ближайшее время. Извините за неудобство.', 'modified': '2020-10-29T18:30:26Z'}"
2633,Не открывается,Ilinyuri,1,"После очередного обновления,приложение перестало корректно открываться,все сдвинуто вправо,не читаемое,пользоваться невозможно. Предполагаю,это связано с адаптацией под ios14, а у меня старая модель iPad с ios12.4 . Прошу поправить.",2020-10-23 16:50:12,False,"{'id': 18787805, 'body': 'Мы знаем о такой проблеме. Постараемся исправить в ближайшее время. Извините за неудобство.', 'modified': '2020-10-29T18:33:22Z'}"
2634,Отзыв,Васся злой,1,Банк стал уродским и жадным,2020-10-23 16:25:58,False,"{'id': 18789113, 'body': 'Почему у вас сложилось такое мнение? Какая-то ситуация произошла, которая повлияла на него? Напишите, пожалуйста, подробнее.', 'modified': '2020-10-29T20:12:00Z'}"
2635,Отзвыв,2685436,1,"Правильно убрали банк из названия, ибо банком эта шарашкина контора не называется.",2020-10-23 14:34:36,False,
2636,Сбербанк онлайн,193838447,1,"Заблокировал кредитную карту в приложении указав что вместе с картой был утерян пин-код, через три дня произошла оплата С ЗАБЛОКИРОВАННОЙ КРЕДИТНОЙ КАРТЫ в метрополитене, позвонил сообщил о данной ошибке, составили обращение, после чего пришёл ответ: я должен прислать им по почте
- документ, содержащий информацию об условиях заказа, в том числе сроках предоставления услуг, а также условиях отмены заказа;
- если производилась покупка билетов/оплата проезда, необходим маршрут следования, даты поездки;
- документ, подтверждающий отмену заказа (если заказ был отменён), а также код отмены заказа;
- переписку с торгово-сервисным учреждением относительно урегулирования спорной ситуации (при наличии; если попытка урегулирования до настоящего времени не предпринималась, необходимо срочно её предпринять);
- дополнительное заявление, содержащее реквизиты операции (номер карты, сумму операции с указанием валюты, дату проведения, название торговой точки), причину опротестования, а также дату, способ и результат обращения в торгово-сервисное учреждение по факту списания денежных средств.
Короче, расстроен отношением к себе.",2020-10-23 12:31:09,False,"{'id': 18789218, 'body': 'Напишите, пожалуйста, номер вашего обращения, мы проверим информацию.', 'modified': '2020-10-29T20:24:14Z'}"
2637,Упрастите,От пользователя авито,2,Уж слишком пафосно,2020-10-23 11:34:31,True,"{'id': 18656335, 'body': 'Поделитесь подробностями, пожалуйста. Какие сложности у вас возникли?', 'modified': '2020-10-23T11:34:31Z'}"
2638,Проблемы экран приложения на айпаде мини,Elena_per,1,"Просьба выступить обновление для ipad. Со вчерашнего дня экран сбербанка онлайн на айпаде мини не открывается корректно, экран сместился крайне вправо, видно только 1/8 активного экрана приложения. Работать невозможно",2020-10-23 10:59:03,False,"{'id': 18788093, 'body': 'Мы знаем о проблеме. Постараемся исправить в ближайшее время. Извините за неудобство.', 'modified': '2020-10-29T18:55:45Z'}"
2639,Невозможно использовать на айпаде,клиентка многолетняя,1,"Тупое приложение, на айпаде открывается размером с игральную карту, большая часть которой белая полоса, данные отображаются на узкой полосе в сантиметр шириной, где видны лишь начальные буквы строк. Было раньше прекрасное приложение, теперь пользоваться невозможно. Исправьте.",2020-10-23 08:03:47,False,"{'id': 18788190, 'body': 'Мы знаем о проблеме. Постараемся исправить в ближайшее время. Извините за неудобство.', 'modified': '2020-10-29T19:05:01Z'}"
2640,Некорректно открывается приложение,Amelli777,5,Приложение стало работать некорректно. При открытии экран смещён почти полностью в сторону,2020-10-22 20:51:00,False,"{'id': 18685433, 'body': 'Если у вас iPad, то такая ситуация возможна, мы занимаемся исправлением. Пока рекомендуем воспользоваться веб-версией Сбербанк Онлайн: https://online.sberbank.ru\nЕсли у вас iPhone, то попробуйте очистить кэш и переустановить приложение.', 'modified': '2020-10-25T09:37:10Z'}"
2641,Неправильная установка,Юрий_В,1,"После установки последней версии, поле приложения сжалось до 1/5 экрана.",2020-10-23 04:14:49,False,"{'id': 18718920, 'body': 'Работаем над исправлением, извините за неудобства. Сейчас рекомендуем перезапустить приложение или воспользоваться web-версией.', 'modified': '2020-10-26T23:39:53Z'}"
2642,Удалил это ПО,Ingwar Smith,1,"Просто много лишнего. 275 МБ - для модулей программы и 56 МБ - для данных... не жирно ли? Да ещё и система быстрых переводов, хоть и поддерживается, но спрятана глубоко в настройках! Верно сказал господин Делягин: «Герман Греф продолжает заниматься прикладным идиотизмом». Банк г..но и это ПО как система развлечений, а не инструмент для серьёзных людей",2020-10-22 22:54:47,True,"{'id': 17886020, 'body': 'Спасибо за ваш отзыв. Напишите, пожалуйста, подробнее про функции, которые вы считаете ненужными.\nЧто касается 2041 года, то мы лишь фантазируем. И каждый может придумать своё будущее. Но пока есть Киану Ривз и Арнольд Шварценеггер, мы не боимся восстания машин!', 'modified': '2020-10-22T22:54:47Z'}"
2643,Проблема. Приложение не работает,KotArtyr,5,iPad Air первого поколения. После открытия приложения картинка съезжает на бок и я вижу только маленькую полоску.,2020-10-21 20:29:47,False,"{'id': 18663836, 'body': 'Скоро исправим это. Извините за неудобства.', 'modified': '2020-10-23T12:00:33Z'}"
2644,После обновления даже не открывается!,potamushta,1,Исправьте проблему! Почему после последнего обновления ничего не работает!?,2020-10-22 19:10:59,False,"{'id': 18685420, 'body': 'Попробуйте переустановить приложение (удалить и заново скачать). Напишите нам о результатах.', 'modified': '2020-10-25T09:35:39Z'}"
2645,Экран,stuiooooo,1,Приложение показывает только часть экрана,2020-10-22 15:04:46,False,"{'id': 18685162, 'body': 'Если у вас iPad, то мы уже знаем о ситуации и занимаемся решением, пока рекомендуем воспользоваться веб-версией Сбербанк Онлайн: https://online.sberbank.ru\nЕсли у вас iPhone, то попробуйте очистить кэш и переустановить приложение.', 'modified': '2020-10-25T09:09:29Z'}"
2646,Процент,дорасчситлмс,3,Большой процент за переводы внутри банка,2020-10-22 08:55:45,False,"{'id': 18684560, 'body': 'Внутри банка переводы через Сбербанк Онлайн и СМС до 50 000 рублей в месяц уже бесплатные для всех клиентов. Увеличить лимит можно по подписке. Подробнее: https://www.sberbank.ru/ru/person/remittance/perevod_rus', 'modified': '2020-10-25T08:10:39Z'}"
2647,Не обновляются уведомления,ap1433,1,"Уже больше недели уведомления о списаниях и зачислениях не обновляются. Элементарно не могу посмотреть когда и сколько снялось или зачислилось денег!

UPD
Если бы была возможность написать миллион плохих отзывов - я бы с удовольствием это сделала. С новым обновлением слетели ещё и переводы, никому нельзя ничего отправить :) Просто изумительно. Вместо нормальных программистов и разработчиков мы получаем безалаберное отношения к клиентам и распизд*ев, кстати, на вашу горячую линию х*й дозвонишься!",2020-10-22 07:05:59,True,"{'id': 18628491, 'body': 'Если вам не поступают новые уведомления. рекомендуем позвонить в контактный центр по номеру 900. Коллеги проверят услугу ""Мобильный банк"".', 'modified': '2020-10-22T07:05:59Z'}"
2648,Картинка в пользовательском интерфейсе обрезается,ОК1155,1,Картинка в пользовательском интерфейсе не планшете apple air обрезается в 2 раза уже несколько дней. Пользоваться приложением невозможно!,2020-10-22 06:32:37,False,"{'id': 18663773, 'body': 'Постараемся исправить это в ближайшем обновлении. Извините за неудобства.', 'modified': '2020-10-23T11:55:04Z'}"
2649,Съехал экран,webbyrd,2,На айпаде съехал экран приложения. Пользоваться стало невозможно,2020-10-22 06:06:33,False,"{'id': 18663786, 'body': 'Постараемся исправить это в ближайшем обновлении. Извините за неудобства.', 'modified': '2020-10-23T11:56:27Z'}"
2650,"Не видно половину экрана, на айпаде",Кирби24,1,"Загрузила на айпад сбер онлайн. Потому что на моем андроиде нет памяти, чтобы обновить старое приложение.
Когда я открываю ваше приложение, не прогружает полстраницы, будто все сдвинуто вправо. Причём кнопки, которые видно - нажимаются. А слева все белое. Я никак не могу вообще им воспользоваться, ни перевести, ничего... исправьте пожалуйста",2020-10-22 04:17:50,False,"{'id': 18663797, 'body': 'Постараемся исправить это в ближайшем обновлении. Извините за неудобства.', 'modified': '2020-10-23T11:57:26Z'}"
2651,Не открывается приложение,АНасД,1,"Сегодня никак не могу зайти, связь нормальная и памяти в телефоне хватает",2020-10-22 00:58:10,False,"{'id': 18664884, 'body': 'Переустановите приложение и проверьте корректность его работы. Если не поможет, пришлите на zabota@sberbank.ru с темой ""АНасД. appstore"" ваши ФИО, дату рождения, скрин ошибки с подробным описанием ваших действий, а также скрин из настроек устройства - раздел ""о телефоне"".', 'modified': '2020-10-23T12:54:22Z'}"
2652,Что стало со значком и названием?,👎👎👎 отстой!!!!!!!,1,Значок стремный и название тоже сбер?? Раньше посерьёзнее было... Сбербанк...,2020-10-21 22:50:29,False,
2653,Сберлогистика,NiKGuard,1,"Это жесть. Нет возможность отправить сразу несколько посылок. Нет возможность просто указать адрес в произвольном порядке, указав улицу Сберлогистика ничего вам не покажет, пока вы в ручную не укажете город, и не тыкнете в него, а уж сколько проблем со номером здания или строения.
Решил потестить новые Сервисы после презентации. Ну что сказать, теперь понятно почему акции сбера после дивгэпа не то что не восстановились, но и продолжают падать.",2020-10-21 19:47:35,True,"{'id': 11745383, 'body': 'У нас были временные ограничения в приложении, сейчас всё работает, повторите операцию, пожалуйста.\nПриносим извинения за неудобства.', 'modified': '2020-10-21T19:47:35Z'}"
2654,Не работает на ipad,Dan1865,1,"Мало того что у вас нет нормального приложения для ipad, оно еще и глючит после обновления. Вылетает, а если и загружается, то вся инфа сводится к узкой полоске справа, работать невозможно.",2020-10-21 18:11:46,False,"{'id': 18663739, 'body': 'Рекомендуем пользоваться web-версией Сбербанк Онлайн через браузер или загрузить приложение для iPhone.\nПриложение для iPad теперь недоступно для скачивания, а то, которое было ранее установлено, больше обновляться не будет.', 'modified': '2020-10-23T11:51:40Z'}"
2655,"Сьезжает изображение на айпаде, невозможно пользоваться",коверсамолет,1,"Приложение видно только наполовину, невозможно пользоваться. Удаляла и скачивала заново, перезагружала айпад. Не помогло",2020-10-21 16:22:54,False,"{'id': 18663869, 'body': 'О ситуации знаем, работаем над исправлением. Извините за неудобства.', 'modified': '2020-10-23T12:03:04Z'}"
2656,Перечисление,anjei1401,1,Почему не могу передать деньги на свою же карту с другой,2020-10-21 15:39:36,False,"{'id': 18682199, 'body': 'Какие сложности возникают при переводе? Если появляется ошибка, напишите ее текст.', 'modified': '2020-10-24T23:22:16Z'}"
2657,Не могу войти в данное приложение,ирижа,1,"Не могу войти в систему, пишет код ошибки 01-01 хотя интернет работает на сим карте и Fi-Fi  работает
Не важно какой вид связи и какой Fi-Fi выдаёт ошибку 01-01",2020-10-21 15:23:47,False,"{'id': 18664875, 'body': 'Переустановите приложение и проверьте корректность его работы. Если не поможет, пришлите на zabota@sberbank.ru с темой ""ирижа. appstore"" ваши ФИО, дату рождения, скрин ошибки с подробным описанием ваших действий, а также скрин из настроек устройства - раздел ""о телефоне"".', 'modified': '2020-10-23T12:53:47Z'}"
2658,Все хуже и хуже,Tsar_Ivan,1,"Худший онлайн-банк, что я видел. Даже среди сберовского приложения последние версии стали медленнее. Особенно раздражает скорость загрузки баланса и истории операций. До сравнения приложение другого банка на это же телефоне работает не в пример быстрее.",2020-10-21 14:35:47,False,"{'id': 18682196, 'body': 'Попробуйте очистить кэш в настройках приложения и перезагрузить телефон, это повысит скорость работы Сбербанк Онлайн.', 'modified': '2020-10-24T23:21:21Z'}"
2659,Обдираловка,Елена_🌿,1,Начали снимать деньги за переводы!!!,2020-10-21 13:07:23,False,"{'id': 18663957, 'body': 'Мы отменили межрегиональный роуминг. Сейчас тариф для всех наших клиентов один: до 50 000 рублей в месяц внутренние переводы через Сбербанк Онлайн и СМС бесплатные. Если переводите больше, можно заплатить комиссию 1% от суммы превышения, но не больше 1 000 рублей, или подключить подписку.\nПодробнее: https://www.sberbank.ru/ru/person/remittance/perevod_rus\nДля многих переводы стали выгоднее.', 'modified': '2020-10-23T12:08:29Z'}"
2660,Ужасный сервис,Zlosha,5,"Получила письмо от сервиса о том, что можно оформить автоматическую покупку паев, через автоплатеж, в приложении Сбербанк онлайн этой функции я не нашла, обратилась в техподдержку, они через диалоги не отвечают, звонить мне не удобно. Если вам не нужны мои деньги, то и не стоить свой сервис рекламировать, есть много конкурентов, которые будут рады в 21 веке общаться и решать мои вопросы через чат.",2020-10-21 13:01:00,False,"{'id': 18682187, 'body': 'Для покупки паев, перейдите в раздел ""Каталог"" и разверните вкладку ""Инвестиции"". Здесь будет необходимая информация.', 'modified': '2020-10-24T23:17:16Z'}"
2661,Отправка посылок,karinuska,5,"Когда исправят ошибку в сберлогистике? Не могу отправить посылку - для выбранных пунктов услуга не предоставляется, хотя а нашем городе пункты есть! Город Армавир",2020-10-21 11:13:42,True,"{'id': 15357507, 'body': 'Да, конечно! Сервис постепенно появляется в новых городах, следите за новостями и обновлениями ;)', 'modified': '2020-10-21T11:13:42Z'}"
2662,Нет поддержки для Айпад.,частый посититель,5,"После крайнего обновления треть экрана белого цвета, а страница сдвинута влево и практически не отображается.В контактном центре, объяснили этот тем что версии для айпад, больше не поддерживается! ((( жесть!",2020-10-17 11:33:08,False,"{'id': 18595758, 'body': 'Всё так. Вы можете пользоваться web-версией Сбербанк Онлайн через браузер или загрузить приложение для iPhone.', 'modified': '2020-10-20T12:37:43Z'}"
2663,Ребрендинг,Лелейна,1,Ужасный ребрендинг и особенно ужасна его стоимость,2020-10-21 06:37:03,False,
2664,Обдирают,чупалино,1,Зачем снимать процент за перевод. Итак платим онлайн.,2020-10-20 21:39:20,False,"{'id': 18668944, 'body': 'Сейчас тариф для всех наших клиентов один: до 50 000 рублей в месяц внутренние переводы через Сбербанк Онлайн и СМС бесплатные. Если переводите больше, можно заплатить комиссию 1% от суммы превышения, но не больше 1 000 рублей, или подключить подписку.\nПодробнее: https://www.sberbank.ru/ru/person/remittance/perevod_rus', 'modified': '2020-10-23T16:38:31Z'}"
2665,Цифрогитлеры,MisteryShopperRUS,1,"И нех рассказывать, что доступ к контактам и моим фото обязательно нужен для работы приложения. Раньше как то работало и без этого.",2020-10-20 18:16:34,True,"{'id': 18125428, 'body': 'Все разрешения, которые запрашивает приложение, нужны для работы его функций. Например, доступ к звонкам нужен для звонков из приложения. Подробнее вы можете ознакомиться в документе по ссылке: https://www.sberbank.ru/common/img/uploaded/files/pdf/policy.pdf', 'modified': '2020-10-20T18:16:35Z'}"
2666,Б-безопасность,ППН025,1,"Финансовая безопасность на уровне дна!  Для чего в отделения собирают биометрические данные??? Для сохранности или для контроля??? Зато в приложении сделали оформление онлайн кредита без личного присутствия и мошенники активизировались! Спасибо!!!! Теперь висит кредит на 120000!!! Которым даже не воспользовались! Ни справок, подтверждающих доходы, ни паспортных данных, ни личного поисковик! Ничего не надо было!!! Просто скинули деньги и все!! Сберу все равно кто будет выплачивать, главное бабосики!!Доблестные сотрудники сказали: надо выплатить!

И ещё, комиссия  за оплату детского сада, жкх, штрафов?! WTF????",2020-10-20 12:36:35,False,"{'id': 18681663, 'body': 'Наше приложение надежно защищено, а для подачи заявки на кредит нужно пройти несколько шагов с проверочными кодами, которые поступают на телефон, с подключенным СМС-банком. Рекомендуем ознакомиться с памяткой по безопасности: https://www.sberbank.ru/ru/person/dist_services/warning\nЧто касается комиссии за платежи, она оплачивается в соответствии тарифам банка. Мы можете оформить подписку на переводы и платежи в приложении и забыть о комиссии. Подробнее: https://www.sberbank.ru/ru/person/remittance/perevod_rus_rus', 'modified': '2020-10-24T20:25:43Z'}"
2667,Не загружает приложение,elv2992,3,"Не загружается приложение больше суток, скидывает вход.",2020-10-20 08:07:01,False,"{'id': 18664257, 'body': 'Напишите нам на zabota@sberbank.ru письмо с темой ""elv2992. appstore"". Укажите ваши ФИО, дату рождения, номер телефона, модель устройства и версию прошивки. Также хотим проверить логи, взять их можно тут: Настройки - Конфиденциальность - Аналитика и улучшения - Данные аналитики. Долистайте до SberbankApp. Найдите файл с датой и временем, когда был последний вылет. Зайдите в него, нажмите ""Поделиться"" и отправьте нам в этом же письме.', 'modified': '2020-10-23T12:25:04Z'}"
2668,Худший банк и отношение к своим клиентам,Mikhail_Rezvykh,1,"В приложении было написано: Подписка Сберпрайм 30 дней бесплатно, при оплате на месяц или год. Я оплатил на год, никаких 30 дней бесплатно не дали, позвонил в службу поддержки, приняли обращение, сегодня пришел ответ, что у них нет 30 дней бесплатно и на сайте изменили текст, теперь написано 30 дней бесплатно только при месячной подписке. Просто нет слов. Думал банк изменился после ребрендинга - нет друзья, это попрежнему ужасный банк (совок), они как пенсионеры в ночном клубе. Как я жалею, что связался с вами и еще купил ваш сбербокс - одно разочарование от покупки(",2020-10-20 07:53:57,False,"{'id': 18668857, 'body': 'Напишите нам, пожалуйста, номер вашего обращения.', 'modified': '2020-10-23T16:31:40Z'}"
2669,Сбербанк,плпгме,1,Взымается комиссия,2020-10-20 05:22:55,False,"{'id': 18668780, 'body': 'У нас бесплатное приложение, комиссия бывает по определённым продуктам и услугам.\nС тарифами вы можете ознакомиться в личном меню профиля или на сайте: https://www.sberbank.ru', 'modified': '2020-10-23T16:26:03Z'}"
2670,Замечтались,Vlad Remsey,1,"Очень хорошее банковское приложение, но есть одно НО, поэтому ставлю 1 звезду. Какому ебобру пришло в голову развивать банковское приложение как месенджер? Проспитесь уже, не портите банковское приложение ерундой и бредом про «биосферу», миль пардон, «экосистему».",2020-10-19 16:17:12,False,"{'id': 18610780, 'body': 'Диалоги были добавлены по просьбам наших клиентов, ими пользуются для разных целей. Например, вы можете поблагодарить за перевод человека, также с помощью этого сервиса можете отправлять деньги. Это сделано для удобства, но вы можете не пользоваться Диалогами.', 'modified': '2020-10-21T06:35:14Z'}"
2671,Звонки/смс,Dernarsky,1,"Спамят по поводу и без, постоянно приходит смс реклама, не советую регистрировать на основной номер!",2020-10-19 12:42:40,False,"{'id': 18610459, 'body': 'Извините за неудобства, мы можем отключить вас от рассылок, напишите на почту zabota@sberbank.ru ваши ФИО, дату рождения и контактный номер телефона. В теме письма укажите: ""Dernarsky appstore"".', 'modified': '2020-10-21T06:17:44Z'}"
2672,Александр М.,russia user444,1,"Никто не отвечает в чате... Я современный человек и не хочу решать вопросы по телефону, а уровень развития вашего ассистента не хватает для предоставления необходимой информации. Тинькоф на связи 24/7, даже в позорной альфе есть живая поддержка в чате.",2020-10-19 11:03:16,False,"{'id': 18610327, 'body': 'В чате всегда готов помочь наш бот, он может ответить на многие вопросы, рекомендуем задавать их кратко. Если возникают сложности, то на помощь придет оператор.\nТакже вы всегда можете задать свой вопрос здесь или в одной из социальных сетей:\nВКонтакте: https://vk.com/sberbank\nFacebook: https://www.facebook.com/sberbank\nОдноклассники: https://ok.ru/sberbank', 'modified': '2020-10-21T06:06:42Z'}"
2673,Логотип,дчхщевптщи,3,Зачем-то сменили логотип на жуткую галочку... На экране не читается абсолютно.,2020-10-19 10:05:18,False,
2674,Самый худший банк,malina198632,1,"Заблокировать социальную карту многодетной матери за нарушение «режима самоизоляции»-это вышка !!
И брать 1% внутри переводов вашего же банка ...Вы прям с каждым днём превосходите сами себя по гнусности и кончености 👍🏻",2020-10-19 09:15:59,False,"{'id': 18610221, 'body': 'Карты не блокируются по такой причине, позвоните по номеру 900 (можно из приложения), коллеги все проверят.\nЧто касается переводов, теперь вы можете отправлять до 50 000 рублей без комиссии, даже если карта получателя открыта в другом регионе. Если лимита недостаточно, можно оформить подписку в приложении. Подробнее на сайте: https://www.sberbank.ru/ru/person/remittance/perevod_rus_rus', 'modified': '2020-10-21T05:54:00Z'}"
2675,Сбер очнись,KaspaRus,2,"Это уже инфоциганство какое то!
Загрузка приложения «Сбер» дольше чем открытие Сбербанк онлайн!
Реклама, банеры и все сюда запилили ...",2020-10-19 07:49:40,False,"{'id': 18597386, 'body': 'Баннеры с советами можно отключить в настройках приложения (пункт ""Предложения банка"").\nА рекламы у нас нет. Что вы имеете в виду?', 'modified': '2020-10-20T13:53:47Z'}"
2676,А если нет денег ?,Хитрозадый,1,Знаете почему провалился проект «БЕРУ»? Потому-что он проивестирован отжатым баблом у населения. Так будет со всеми проектами «на халяву»,2020-10-18 10:17:23,False,
2677,Для ipad,Мохна,1,Для ipad приложение обновят когда-нибудь?,2020-10-18 10:00:15,False,"{'id': 18590287, 'body': 'Приложение для iPad больше не обновляется.\nВы можете пользоваться web-версией Сбербанк Онлайн через браузер или загрузить приложение для iPhone.', 'modified': '2020-10-20T08:38:02Z'}"
2678,Не работает приложение,IrAx87,1,После последнего обновления приложения оно просто не открывается. Устраните пожалуйста проблему.,2020-10-17 11:38:01,False,"{'id': 18549793, 'body': 'Попробуйте переустановить приложение. Если проблема останется, напишите нам на zabota@sberbank.ru письмо с темой ""IrAx87 appstore"". Укажите ваши ФИО, дату рождения, скриншот данных о телефоне (Настройки - Основные - Об устройстве) .\nТакже хотим проверить логи, взять их можно тут: Настройки - Конфиденциальность - Аналитика и улучшения - Данные аналитики. Долистайте до SberbankApp. Найдите файл с датой и временем, когда был последний вылет. Зайдите в него, нажмите ""Поделиться"" и отправьте нам в этом же письме.', 'modified': '2020-10-18T19:44:46Z'}"
