team_home,team_away,home_goals_avg,away_goals_avg,home_wins_pct,away_wins_pct,outcome
Team45,Team26,1.71,0.54,0.85,0.89,2
Team36,Team16,1.02,2.38,0.45,0.84,0
Team15,Team35,1.98,2.39,0.49,0.57,0
Team35,Team13,2.96,1.23,0.48,0.51,2
Team23,Team7,1.13,2.79,0.46,0.84,0
Team37,Team49,2.14,2.77,0.4,0.88,0
Team50,Team36,0.98,1.8,0.58,0.34,0
Team30,Team37,0.86,0.76,0.55,0.78,1
Team22,Team25,2.11,0.99,0.36,0.4,2
Team36,Team18,1.39,2.14,0.62,0.71,0
Team44,Team39,0.54,0.76,0.4,0.56,0
Team31,Team9,1.56,1.35,0.41,0.3,2
Team14,Team34,2.96,2.22,0.45,0.78,2
Team41,Team19,2.64,2.54,0.57,0.59,1
Team14,Team12,1.28,2.41,0.86,0.86,0
Team17,Team5,2.69,2.34,0.45,0.34,2
Team9,Team30,2.08,2.3,0.45,0.73,0
Team29,Team15,1.44,2.07,0.39,0.79,0
Team16,Team11,2.13,1.51,0.66,0.36,2
Team45,Team42,2.77,1.17,0.79,0.9,2
Team38,Team13,1.16,2.16,0.88,0.85,0
Team44,Team34,2.49,0.84,0.89,0.88,2
Team32,Team34,1.25,0.75,0.46,0.79,1
Team30,Team9,1.36,2.95,0.68,0.55,0
Team13,Team40,2.97,2.55,0.47,0.34,2
Team41,Team45,0.8,1.95,0.86,0.6,0
Team46,Team5,1.61,2.27,0.74,0.4,0
Team25,Team35,2.09,0.68,0.52,0.62,2
Team13,Team3,1.69,2.54,0.56,0.78,0
Team49,Team42,2.53,2.29,0.45,0.85,1
Team18,Team22,2.07,0.57,0.69,0.47,2
Team30,Team44,2.34,1.3,0.6,0.4,2
Team9,Team21,2.29,2.16,0.51,0.31,2
Team19,Team24,2.86,2.08,0.56,0.62,2
Team50,Team42,2.38,2.37,0.39,0.83,0
Team33,Team48,2.96,1.46,0.41,0.51,2
Team42,Team28,0.67,1.95,0.66,0.74,0
Team28,Team34,1.85,0.63,0.72,0.33,2
Team26,Team16,2.26,1.77,0.56,0.38,2
Team2,Team50,2.67,2.76,0.3,0.66,0
Team41,Team8,2.05,0.7,0.43,0.45,2
Team14,Team23,1.66,1.72,0.86,0.68,1
Team23,Team49,1.44,0.75,0.67,0.57,2
Team9,Team16,1.67,2.63,0.86,0.86,0
Team35,Team39,1.46,0.57,0.81,0.52,2
Team49,Team19,0.77,2.91,0.4,0.69,0
Team11,Team31,1.7,2.93,0.3,0.55,0
Team12,Team14,1.77,0.56,0.54,0.43,2
Team22,Team37,2.99,2.5,0.81,0.68,2
Team15,Team32,1.09,0.55,0.83,0.88,2
Team2,Team25,0.52,2.2,0.8,0.39,0
Team3,Team15,2.36,0.58,0.37,0.68,2
Team18,Team9,2.06,0.84,0.37,0.81,2
Team6,Team45,1.71,2.74,0.84,0.35,0
Team3,Team13,2.53,1.04,0.63,0.88,2
Team5,Team10,2.85,0.96,0.64,0.53,2
Team31,Team34,1.18,1.5,0.89,0.62,1
Team11,Team24,1.14,2.25,0.31,0.33,0
Team37,Team21,1.35,2.88,0.84,0.73,0
Team38,Team20,2.21,1.76,0.76,0.59,2
Team3,Team34,1.84,2.65,0.43,0.66,0
Team35,Team12,2.41,1.96,0.46,0.32,2
Team3,Team21,1.75,1.64,0.75,0.38,2
Team50,Team20,1.87,0.72,0.55,0.81,2
Team39,Team25,0.75,0.73,0.46,0.82,0
Team9,Team41,2.3,0.75,0.67,0.51,2
Team50,Team15,1.08,2.1,0.44,0.73,0
Team24,Team18,0.82,2.67,0.66,0.38,0
Team16,Team36,0.9,2.25,0.76,0.36,0
Team49,Team33,2.54,2.84,0.61,0.87,0
Team14,Team30,1.49,2.62,0.6,0.58,0
Team23,Team47,0.64,1.89,0.65,0.86,0
Team17,Team20,1.1,2.48,0.59,0.5,0
Team4,Team11,1.1,2.87,0.48,0.4,0
Team30,Team50,0.59,1.31,0.63,0.63,0
Team12,Team36,1.62,2.91,0.53,0.45,0
Team41,Team6,1.64,2.4,0.42,0.73,0
Team38,Team3,1.72,1.22,0.73,0.87,2
Team45,Team34,1.96,1.66,0.79,0.71,2
Team7,Team47,2.55,1.57,0.41,0.47,2
Team32,Team17,1.8,1.09,0.37,0.37,2
Team27,Team25,1.3,0.59,0.38,0.85,1
Team9,Team36,2.97,1.16,0.7,0.33,2
Team28,Team36,1.46,2.59,0.82,0.66,0
Team30,Team23,0.79,1.97,0.7,0.42,0
Team29,Team44,0.69,0.55,0.36,0.55,1
Team50,Team38,2.09,2.5,0.58,0.52,0
Team8,Team30,0.8,2.39,0.36,0.32,0
Team10,Team36,2.98,0.94,0.7,0.4,2
Team39,Team14,1.76,2.2,0.42,0.75,0
Team15,Team20,2.16,1.73,0.85,0.31,2
Team23,Team13,2.72,0.65,0.57,0.42,2
Team35,Team38,2.12,1.26,0.58,0.47,2
Team17,Team44,0.9,2.71,0.31,0.83,0
Team12,Team46,1.33,2.31,0.6,0.6,0
Team30,Team28,1.47,1.1,0.31,0.52,1
Team24,Team6,1.14,0.73,0.36,0.42,2
Team40,Team48,0.51,2.1,0.38,0.85,0
Team12,Team44,0.68,2.26,0.54,0.85,0
Team22,Team43,0.73,2.87,0.46,0.5,0
Team18,Team29,0.63,1.74,0.37,0.54,0
Team27,Team37,2.43,2.51,0.39,0.52,1
Team47,Team26,0.88,2.5,0.72,0.41,0
Team39,Team28,0.62,0.94,0.87,0.34,1
Team44,Team49,1.76,1.73,0.3,0.6,1
Team47,Team42,2.93,0.9,0.51,0.55,2
Team23,Team7,2.16,1.04,0.43,0.74,2
Team9,Team49,1.54,0.92,0.41,0.31,2
Team14,Team45,1.89,2.73,0.47,0.5,0
Team10,Team4,1.87,2.05,0.7,0.8,1
Team33,Team49,0.8,2.63,0.39,0.88,0
Team11,Team49,1.75,2.95,0.36,0.48,0
Team29,Team31,2.18,2.16,0.57,0.8,1
Team44,Team8,1.14,1.41,0.81,0.42,1
Team40,Team46,1.91,2.41,0.73,0.42,1
Team40,Team32,2.67,1.58,0.88,0.57,2
Team23,Team36,2.91,2.29,0.9,0.72,2
Team3,Team47,2.31,1.28,0.77,0.57,2
Team43,Team35,2.44,1.46,0.57,0.53,2
Team40,Team34,1.81,2.52,0.52,0.61,0
Team16,Team30,1.19,2.83,0.73,0.65,0
Team21,Team5,0.57,2.05,0.61,0.63,0
Team47,Team46,1.61,2.17,0.49,0.71,0
Team10,Team26,1.09,2.95,0.53,0.46,0
Team26,Team14,2.36,0.92,0.41,0.58,2
Team30,Team12,1.12,2.11,0.69,0.79,0
Team4,Team17,2.67,1.54,0.72,0.46,2
Team39,Team12,0.53,0.87,0.77,0.57,1
Team26,Team41,2.89,2.8,0.49,0.43,1
Team25,Team24,2.77,1.85,0.68,0.45,2
Team27,Team15,0.91,1.76,0.8,0.7,0
Team9,Team24,2.84,2.78,0.43,0.32,1
Team21,Team46,2.57,2.92,0.83,0.66,1
Team28,Team44,0.57,1.12,0.58,0.68,0
Team3,Team46,1.17,2.58,0.56,0.69,0
Team27,Team34,2.23,2.98,0.47,0.6,0
Team48,Team8,1.6,2.64,0.71,0.83,0
Team29,Team20,2.9,2.15,0.61,0.31,2
Team38,Team29,2.85,0.62,0.51,0.81,2
Team17,Team15,1.0,1.56,0.53,0.85,0
Team18,Team15,1.76,2.97,0.58,0.33,0
Team38,Team5,2.87,2.42,0.46,0.65,1
Team22,Team32,2.85,2.7,0.61,0.76,1
Team20,Team5,1.45,2.89,0.82,0.72,0
Team22,Team8,2.31,0.58,0.66,0.62,2
Team11,Team41,1.58,1.22,0.66,0.33,2
Team49,Team23,2.77,0.98,0.67,0.54,2
Team38,Team20,1.37,1.16,0.71,0.87,1
Team10,Team36,2.53,0.64,0.62,0.34,2
Team49,Team36,2.32,1.05,0.57,0.78,2
Team41,Team48,2.81,1.79,0.37,0.62,2
Team21,Team41,1.98,1.71,0.67,0.31,2
Team6,Team17,1.73,2.88,0.53,0.55,0
Team49,Team50,2.01,1.25,0.55,0.43,2
Team36,Team21,0.83,1.43,0.32,0.43,0
Team17,Team30,1.0,0.7,0.58,0.31,2
Team12,Team36,2.52,2.43,0.85,0.81,1
Team42,Team37,0.63,2.46,0.81,0.78,0
Team31,Team29,1.08,2.61,0.74,0.89,0
Team11,Team35,1.06,1.03,0.78,0.41,2
Team13,Team38,3.0,0.56,0.8,0.52,2
Team13,Team38,1.89,2.75,0.86,0.31,0
Team7,Team40,2.67,1.75,0.34,0.73,2
Team4,Team7,2.51,2.92,0.46,0.6,0
Team25,Team34,1.9,1.76,0.39,0.57,1
Team33,Team1,1.8,1.96,0.31,0.76,0
Team14,Team32,1.42,0.63,0.75,0.87,2
Team17,Team23,2.02,1.51,0.71,0.41,2
Team6,Team22,1.9,1.47,0.55,0.64,2
Team20,Team34,0.7,2.7,0.35,0.72,0
Team16,Team21,1.44,2.81,0.6,0.7,0
Team2,Team16,2.68,1.75,0.56,0.5,2
Team13,Team34,1.22,1.12,0.51,0.41,1
Team3,Team48,2.04,1.71,0.53,0.85,1
Team12,Team29,2.42,2.75,0.57,0.63,0
Team23,Team20,1.03,1.8,0.58,0.46,0
Team6,Team37,2.84,1.27,0.82,0.76,2
Team45,Team37,0.59,0.75,0.74,0.42,1
Team15,Team27,1.0,1.26,0.61,0.69,0
Team35,Team43,2.42,2.93,0.47,0.34,0
Team12,Team43,2.36,1.6,0.79,0.63,2
Team13,Team19,2.87,0.67,0.57,0.67,2
Team41,Team10,1.62,2.39,0.78,0.6,0
Team3,Team12,1.53,2.75,0.84,0.71,0
Team50,Team7,1.0,1.6,0.55,0.56,0
Team20,Team35,1.8,0.87,0.34,0.74,2
Team1,Team35,1.4,2.52,0.53,0.78,0
Team21,Team25,0.68,2.83,0.54,0.78,0
Team33,Team24,2.52,1.12,0.34,0.38,2
Team13,Team17,2.08,1.13,0.63,0.62,2
Team46,Team1,1.08,2.66,0.49,0.72,0
Team39,Team43,1.38,1.86,0.34,0.77,0
Team14,Team12,2.19,2.51,0.64,0.74,0
Team1,Team43,1.24,1.93,0.75,0.53,0
Team9,Team23,1.65,2.54,0.86,0.63,0
Team36,Team41,1.35,1.75,0.56,0.43,1
Team42,Team44,0.53,0.88,0.72,0.45,1
Team16,Team5,1.98,2.72,0.83,0.75,0
Team17,Team27,2.47,0.54,0.63,0.81,2
Team47,Team20,0.51,0.53,0.55,0.39,1
Team37,Team4,2.27,0.94,0.83,0.57,2
Team48,Team33,2.41,2.47,0.68,0.81,1
Team10,Team1,2.71,1.58,0.75,0.9,2
Team5,Team42,0.79,1.8,0.65,0.4,0
Team44,Team25,0.94,0.94,0.85,0.58,1
Team49,Team33,0.9,0.91,0.47,0.78,0
Team29,Team14,1.8,2.03,0.46,0.47,1
Team21,Team29,2.52,0.62,0.66,0.78,2
Team38,Team43,0.54,1.28,0.65,0.38,0
Team1,Team40,1.88,2.0,0.46,0.54,1
Team23,Team42,2.85,2.65,0.64,0.55,1
Team10,Team21,1.5,1.29,0.58,0.47,2
Team31,Team23,1.28,0.75,0.62,0.33,2
Team11,Team29,1.05,1.66,0.56,0.78,0
Team47,Team9,1.57,1.33,0.49,0.76,1
Team30,Team32,0.53,2.49,0.59,0.38,0
Team4,Team37,2.83,2.65,0.73,0.59,2
Team10,Team35,2.94,2.91,0.43,0.79,0
Team2,Team33,1.03,2.19,0.54,0.86,0
Team13,Team16,1.78,2.8,0.84,0.39,0
Team47,Team38,2.05,0.9,0.88,0.85,2
Team50,Team10,2.36,1.79,0.5,0.8,1
Team4,Team7,0.68,1.07,0.86,0.85,0
Team49,Team6,1.32,2.07,0.47,0.85,0
Team7,Team27,1.07,2.68,0.79,0.44,0
Team36,Team23,2.29,1.29,0.48,0.39,2
Team13,Team36,1.57,2.33,0.5,0.5,0
Team41,Team49,0.98,0.98,0.76,0.46,2
Team41,Team1,1.01,1.3,0.58,0.87,0
Team11,Team15,1.02,1.4,0.39,0.61,0
Team41,Team3,1.69,2.59,0.75,0.59,0
Team31,Team41,0.51,1.3,0.55,0.44,0
Team19,Team8,0.59,2.11,0.46,0.33,0
Team17,Team37,2.5,2.63,0.59,0.55,1
Team37,Team32,1.0,1.04,0.48,0.4,1
Team8,Team4,2.78,2.04,0.55,0.86,2
Team48,Team27,1.03,1.91,0.67,0.32,0
Team9,Team4,2.12,2.25,0.68,0.49,1
Team13,Team40,1.57,0.82,0.87,0.59,2
Team28,Team2,1.74,1.28,0.79,0.82,2
Team48,Team20,0.68,1.23,0.83,0.39,1
Team47,Team49,2.48,1.11,0.85,0.36,2
Team12,Team21,1.4,1.85,0.71,0.72,0
Team43,Team50,1.83,1.5,0.87,0.69,2
Team28,Team23,2.61,1.41,0.7,0.58,2
Team42,Team47,1.94,2.11,0.81,0.48,1
Team29,Team32,1.45,1.38,0.38,0.7,1
Team22,Team20,2.3,1.38,0.5,0.58,2
Team5,Team26,2.51,1.42,0.81,0.78,2
Team1,Team23,2.23,0.9,0.84,0.54,2
Team18,Team3,2.26,2.55,0.44,0.7,0
Team11,Team50,1.42,2.23,0.53,0.51,0
Team47,Team37,0.75,2.19,0.45,0.31,0
Team41,Team39,2.02,2.27,0.31,0.32,1
Team13,Team29,0.68,2.74,0.44,0.74,0
Team18,Team9,2.25,1.5,0.35,0.74,2
Team4,Team34,0.51,0.52,0.79,0.46,2
Team41,Team46,1.61,2.59,0.46,0.57,0
Team37,Team20,1.17,1.98,0.6,0.31,0
Team50,Team25,2.22,2.46,0.78,0.38,1
Team8,Team5,1.82,2.82,0.59,0.59,0
Team50,Team16,2.51,1.12,0.84,0.85,2
Team16,Team15,1.8,2.19,0.77,0.38,1
Team15,Team20,1.47,1.11,0.85,0.61,2
Team8,Team29,0.55,2.93,0.43,0.78,0
Team4,Team33,2.69,1.93,0.31,0.45,2
Team15,Team13,1.71,2.12,0.31,0.69,0
Team22,Team15,0.59,2.99,0.59,0.75,0
Team1,Team18,0.61,1.27,0.49,0.8,0
Team47,Team38,1.19,2.92,0.49,0.9,0
Team10,Team21,1.28,1.72,0.7,0.62,0
Team39,Team28,2.3,2.8,0.54,0.41,0
Team37,Team12,2.51,0.66,0.72,0.64,2
Team45,Team40,1.84,2.7,0.55,0.59,0
Team16,Team23,1.2,1.31,0.87,0.47,1
Team26,Team8,2.18,0.91,0.59,0.74,2
Team45,Team9,2.96,2.34,0.76,0.69,2
Team21,Team32,1.16,2.83,0.73,0.75,0
Team6,Team46,0.69,1.27,0.69,0.44,0
Team21,Team35,1.18,2.56,0.61,0.58,0
Team9,Team38,2.34,0.68,0.82,0.6,2
Team9,Team33,0.63,2.65,0.57,0.46,0
Team24,Team13,2.54,1.37,0.78,0.51,2
Team24,Team27,2.9,2.13,0.57,0.54,2
Team29,Team17,2.95,0.84,0.49,0.59,2
Team25,Team32,1.68,0.94,0.39,0.45,2
Team8,Team36,0.78,2.39,0.75,0.79,0
Team3,Team5,0.83,2.42,0.86,0.87,0
Team47,Team26,2.69,0.71,0.85,0.48,2
Team5,Team32,1.52,1.46,0.78,0.57,1
Team23,Team49,0.68,2.64,0.77,0.36,0
Team5,Team18,2.84,2.78,0.87,0.45,2
Team11,Team46,2.92,1.14,0.82,0.63,2
Team49,Team46,1.36,1.9,0.34,0.76,0
Team10,Team9,2.72,1.42,0.39,0.72,2
Team14,Team26,1.59,2.55,0.84,0.37,0
Team50,Team24,1.21,0.62,0.7,0.82,2
Team26,Team1,2.53,2.63,0.85,0.46,1
Team22,Team11,1.3,1.88,0.33,0.33,0
Team48,Team21,1.61,1.14,0.41,0.7,1
Team13,Team23,2.51,0.7,0.41,0.53,2
Team14,Team48,2.74,0.82,0.37,0.39,2
Team42,Team49,0.68,2.15,0.56,0.76,0
Team1,Team48,2.15,0.63,0.36,0.83,2
Team37,Team42,1.76,1.86,0.47,0.87,0
Team1,Team13,2.31,0.69,0.36,0.6,2
Team32,Team43,2.95,0.9,0.59,0.52,2
Team2,Team10,0.82,1.58,0.46,0.83,0
Team12,Team21,1.14,2.28,0.59,0.54,0
Team37,Team47,1.6,2.43,0.46,0.3,0
Team24,Team16,2.14,1.61,0.87,0.45,2
Team17,Team26,1.51,1.02,0.79,0.75,2
Team31,Team27,0.74,1.94,0.63,0.41,0
Team35,Team47,2.98,2.46,0.85,0.42,2
Team25,Team32,0.86,1.77,0.8,0.51,0
Team17,Team46,0.82,0.81,0.67,0.71,1
Team48,Team27,1.32,0.61,0.6,0.63,2
Team26,Team37,2.2,0.94,0.73,0.72,2
Team28,Team1,2.14,1.48,0.42,0.74,2
Team21,Team9,1.95,0.97,0.84,0.7,2
Team44,Team8,0.75,2.01,0.37,0.35,0
Team3,Team31,1.51,1.97,0.35,0.56,0
Team40,Team22,2.97,1.9,0.71,0.5,2
Team33,Team14,2.94,1.22,0.55,0.69,2
Team48,Team46,1.84,1.2,0.34,0.4,2
Team26,Team6,2.22,1.25,0.68,0.39,2
Team5,Team44,1.04,2.17,0.88,0.41,0
Team17,Team40,1.56,1.62,0.45,0.8,0
Team21,Team18,2.66,1.25,0.42,0.37,2
Team40,Team15,2.23,1.48,0.55,0.58,2
Team4,Team16,0.75,1.27,0.7,0.7,0
Team18,Team1,1.65,0.98,0.43,0.31,2
Team3,Team4,1.03,1.07,0.47,0.38,1
Team26,Team4,1.63,2.38,0.87,0.76,0
Team23,Team21,2.4,0.92,0.8,0.42,2
Team26,Team42,1.65,2.19,0.6,0.36,1
Team3,Team1,2.9,1.3,0.9,0.81,2
Team49,Team14,2.75,1.89,0.82,0.8,2
Team38,Team40,1.34,2.54,0.32,0.82,0
Team25,Team49,1.5,1.74,0.7,0.31,1
Team31,Team13,1.62,1.36,0.38,0.56,1
Team23,Team46,1.51,2.2,0.55,0.88,0
Team3,Team8,0.77,1.49,0.5,0.64,0
Team18,Team33,0.7,0.68,0.81,0.43,2
Team8,Team16,1.86,2.58,0.38,0.38,0
Team34,Team26,2.2,1.13,0.83,0.64,2
Team8,Team21,1.06,1.73,0.88,0.76,0
Team18,Team32,1.21,1.1,0.77,0.33,2
Team26,Team9,2.14,2.9,0.86,0.77,0
Team34,Team33,1.19,2.61,0.56,0.46,0
Team21,Team19,2.59,0.87,0.57,0.6,2
Team21,Team40,0.99,2.57,0.8,0.48,0
Team33,Team2,2.43,1.54,0.75,0.88,2
Team17,Team26,1.13,2.57,0.72,0.87,0
Team26,Team37,2.64,1.83,0.45,0.71,2
Team27,Team46,1.08,1.93,0.79,0.32,0
Team37,Team32,1.37,1.23,0.54,0.51,1
Team8,Team33,1.19,2.33,0.36,0.87,0
Team14,Team34,2.37,0.52,0.4,0.65,2
Team43,Team16,2.08,2.34,0.52,0.73,0
Team9,Team10,2.26,1.72,0.53,0.43,2
Team33,Team1,1.61,2.86,0.33,0.81,0
Team49,Team18,2.72,2.53,0.52,0.44,1
Team5,Team41,0.94,2.47,0.49,0.85,0
Team39,Team16,2.43,2.7,0.78,0.66,1
Team48,Team25,2.6,1.68,0.32,0.68,2
Team12,Team18,2.82,2.9,0.41,0.71,0
Team12,Team42,2.32,1.37,0.71,0.52,2
Team9,Team42,1.52,0.78,0.65,0.32,2
Team34,Team47,2.96,2.17,0.33,0.5,2
Team45,Team23,1.89,2.73,0.88,0.33,1
Team37,Team22,2.22,1.79,0.42,0.49,2
Team2,Team33,0.68,0.87,0.34,0.79,0
Team1,Team18,0.97,0.78,0.73,0.39,2
Team7,Team24,2.05,2.44,0.6,0.51,0
Team25,Team19,2.11,2.23,0.82,0.51,1
Team13,Team33,1.9,2.71,0.62,0.61,0
Team26,Team10,2.37,2.91,0.34,0.33,0
Team3,Team4,1.82,2.04,0.59,0.36,1
Team39,Team18,2.37,1.28,0.48,0.8,2
Team10,Team29,2.7,1.14,0.66,0.86,2
Team41,Team44,1.54,2.22,0.51,0.47,0
Team33,Team5,2.38,2.11,0.51,0.33,2
Team19,Team48,0.52,1.7,0.31,0.36,0
Team13,Team15,1.59,1.2,0.65,0.33,2
Team23,Team28,2.24,0.86,0.68,0.33,2
Team19,Team1,0.51,2.37,0.84,0.38,0
Team48,Team11,2.27,1.66,0.78,0.41,2
Team11,Team8,1.46,1.35,0.82,0.64,1
Team26,Team19,2.16,0.7,0.66,0.4,2
Team26,Team32,1.25,1.66,0.66,0.4,1
Team44,Team2,2.8,0.82,0.57,0.79,2
Team28,Team39,1.12,2.37,0.46,0.83,0
Team6,Team19,0.99,2.03,0.35,0.53,0
Team7,Team18,1.82,2.47,0.8,0.69,0
Team23,Team30,2.64,1.25,0.85,0.44,2
Team10,Team20,2.08,2.37,0.56,0.86,0
Team6,Team9,1.22,2.1,0.47,0.48,0
Team23,Team19,2.63,1.75,0.71,0.54,2
Team33,Team4,2.01,2.83,0.42,0.39,0
Team6,Team45,0.97,1.17,0.78,0.57,1
Team42,Team13,1.3,1.45,0.89,0.45,1
Team18,Team45,2.61,1.1,0.55,0.67,2
Team18,Team34,1.65,1.41,0.65,0.67,1
Team39,Team44,1.92,1.39,0.53,0.55,2
Team42,Team35,2.64,2.86,0.5,0.64,0
Team25,Team49,1.0,1.53,0.42,0.83,0
Team47,Team1,1.02,2.76,0.8,0.58,0
Team41,Team35,1.6,0.67,0.58,0.79,2
Team16,Team19,0.8,0.53,0.48,0.72,1
Team15,Team41,1.78,0.84,0.64,0.54,2
Team40,Team42,2.7,1.52,0.47,0.31,2
Team44,Team6,1.44,0.96,0.56,0.89,1
Team9,Team7,2.0,2.44,0.75,0.5,1
Team17,Team2,2.68,0.54,0.56,0.43,2
Team6,Team39,2.37,0.73,0.61,0.64,2
Team13,Team36,1.03,1.49,0.49,0.54,0
Team48,Team50,1.76,2.5,0.56,0.59,0
Team28,Team40,2.27,1.73,0.45,0.83,1
Team42,Team33,1.05,1.17,0.78,0.33,2
Team29,Team24,1.23,2.53,0.35,0.78,0
Team38,Team11,1.84,0.62,0.3,0.45,2
Team29,Team26,0.8,0.78,0.55,0.69,1
Team12,Team32,0.95,0.7,0.86,0.46,2
Team1,Team28,2.07,0.74,0.36,0.74,2
Team23,Team46,2.94,0.59,0.57,0.37,2
Team13,Team30,3.0,2.72,0.33,0.64,1
Team41,Team42,0.91,1.45,0.38,0.67,0
Team46,Team10,2.83,1.2,0.87,0.34,2
Team15,Team48,0.64,2.73,0.62,0.7,0
Team28,Team7,0.88,0.6,0.83,0.49,2
Team39,Team4,2.74,0.82,0.32,0.71,2
Team29,Team26,2.84,1.09,0.35,0.46,2
Team3,Team44,2.79,1.38,0.55,0.31,2
Team13,Team16,2.51,2.04,0.75,0.57,2
Team32,Team20,1.71,1.31,0.8,0.48,2
Team8,Team30,0.84,2.22,0.85,0.67,0
Team50,Team41,2.9,2.07,0.46,0.48,2
Team50,Team20,2.34,1.26,0.51,0.89,2
Team23,Team49,2.55,0.73,0.7,0.33,2
Team14,Team4,2.61,1.5,0.61,0.54,2
Team8,Team2,2.51,1.18,0.73,0.42,2
Team23,Team3,1.34,1.97,0.57,0.75,0
Team34,Team38,0.53,2.44,0.79,0.34,0
Team44,Team18,1.45,2.48,0.82,0.81,0
Team3,Team19,1.17,2.53,0.62,0.33,0
Team1,Team27,2.26,1.63,0.36,0.72,1
Team35,Team1,2.68,0.85,0.38,0.41,2
Team32,Team12,2.13,2.43,0.52,0.41,1
Team5,Team26,1.32,2.65,0.37,0.56,0
Team47,Team21,2.91,0.54,0.59,0.5,2
Team17,Team21,1.93,1.59,0.55,0.74,1
Team23,Team42,1.12,2.02,0.65,0.52,0
Team29,Team23,1.4,2.44,0.74,0.84,0
Team36,Team49,1.83,1.54,0.81,0.44,2
Team22,Team13,1.61,1.96,0.89,0.62,1
Team29,Team3,0.71,0.98,0.56,0.65,0
Team43,Team26,2.97,1.47,0.33,0.78,2
Team7,Team11,1.0,1.74,0.75,0.76,0
Team14,Team17,2.47,0.55,0.59,0.5,2
Team2,Team40,1.28,2.57,0.66,0.78,0
Team23,Team21,0.79,2.14,0.47,0.3,0
Team45,Team26,2.6,0.58,0.61,0.64,2
Team38,Team5,1.69,2.48,0.38,0.49,0
Team9,Team30,1.85,1.22,0.37,0.72,1
Team10,Team6,1.88,2.27,0.37,0.48,0
Team47,Team25,1.1,2.18,0.42,0.84,0
Team32,Team36,2.28,1.46,0.54,0.77,2
Team19,Team35,1.73,2.3,0.86,0.35,1
Team31,Team19,0.77,2.97,0.67,0.69,0
Team26,Team41,1.1,2.15,0.85,0.89,0
Team33,Team44,0.6,0.74,0.3,0.39,1
Team19,Team30,2.99,1.22,0.39,0.44,2
Team10,Team32,2.68,1.49,0.5,0.42,2
Team49,Team16,2.39,1.96,0.71,0.64,2
Team32,Team6,0.51,2.83,0.37,0.54,0
Team26,Team47,1.59,2.87,0.58,0.82,0
Team20,Team7,2.4,0.54,0.63,0.53,2
Team20,Team27,1.91,1.28,0.48,0.74,2
Team34,Team7,1.12,1.35,0.4,0.65,0
Team15,Team23,1.56,0.51,0.49,0.62,2
Team29,Team33,1.87,2.26,0.78,0.68,1
Team18,Team36,2.28,2.19,0.31,0.55,1
Team15,Team5,1.4,2.17,0.32,0.53,0
Team23,Team29,2.95,0.53,0.67,0.55,2
Team26,Team49,1.13,2.95,0.67,0.78,0
Team31,Team12,0.55,2.54,0.31,0.69,0
Team20,Team38,2.03,2.24,0.51,0.36,1
Team7,Team30,1.97,1.8,0.75,0.61,2
Team31,Team17,1.5,0.57,0.5,0.89,2
Team16,Team20,1.32,1.97,0.81,0.56,0
Team42,Team13,2.74,1.62,0.56,0.77,2
Team24,Team5,1.8,2.59,0.8,0.87,0
Team2,Team42,0.55,1.7,0.61,0.44,0
Team5,Team13,1.97,2.41,0.9,0.75,1
Team3,Team24,1.69,1.18,0.32,0.66,1
Team23,Team3,2.67,2.37,0.81,0.6,2
Team39,Team25,2.24,1.02,0.56,0.34,2
Team19,Team16,2.26,1.9,0.84,0.37,2
Team6,Team5,2.51,1.58,0.77,0.58,2
Team8,Team25,1.72,1.66,0.77,0.79,1
Team44,Team46,0.95,1.67,0.88,0.75,0
Team47,Team6,0.58,1.67,0.69,0.8,0
Team43,Team9,1.72,2.41,0.8,0.51,0
Team41,Team29,0.63,0.9,0.79,0.38,1
Team16,Team6,2.07,2.26,0.69,0.88,0
Team17,Team14,1.62,0.66,0.59,0.71,2
Team15,Team19,1.95,1.47,0.4,0.44,2
Team35,Team40,1.56,1.79,0.4,0.7,0
Team12,Team50,1.14,1.73,0.89,0.5,1
Team25,Team45,0.73,2.02,0.35,0.88,0
Team36,Team9,0.66,1.94,0.51,0.47,0
Team48,Team5,1.75,2.83,0.65,0.62,0
Team39,Team29,1.02,0.51,0.44,0.61,2
Team38,Team1,1.36,2.99,0.76,0.76,0
Team26,Team8,1.93,2.4,0.39,0.64,0
Team14,Team33,2.77,1.55,0.77,0.46,2
Team5,Team14,1.27,0.83,0.42,0.65,1
Team8,Team26,2.66,2.9,0.45,0.57,0
Team27,Team20,1.53,1.18,0.42,0.69,1
Team25,Team43,0.95,2.22,0.64,0.82,0
Team14,Team1,2.46,2.18,0.37,0.72,1
Team13,Team9,2.78,2.35,0.42,0.81,1
Team16,Team8,2.36,2.21,0.76,0.62,1
Team14,Team31,0.75,1.27,0.67,0.88,0
Team33,Team45,1.2,1.61,0.4,0.82,0
Team29,Team31,0.71,2.13,0.69,0.87,0
Team22,Team46,1.12,2.82,0.86,0.73,0
Team44,Team37,0.73,1.78,0.44,0.41,0
Team40,Team17,1.67,2.85,0.41,0.89,0
Team4,Team25,1.89,0.93,0.49,0.55,2
Team15,Team32,1.2,2.93,0.39,0.74,0
Team29,Team17,1.99,2.79,0.47,0.41,0
Team50,Team11,2.28,2.22,0.49,0.45,1
Team21,Team18,1.16,1.39,0.4,0.59,0
Team21,Team38,1.57,1.84,0.31,0.57,0
